0,0,10
2,0,10
3,0,10
4,0,10
6,0,10
7,0,10
8,0,10
0,1,2
3,1,2
4,1,2
6,1,2
10,1,2
8,1,2
0,1,3
2,1,3
9,1,3
4,1,3
5,1,3
10,1,3
7,1,3
0,2,7
2,2,7
3,2,7
4,2,7
5,2,7
6,2,7
9,2,7
10,2,7
8,2,7
2,3,5
3,3,5
6,3,5
9,3,5
10,3,5
7,3,5
8,3,5
3,3,9
4,3,9
8,3,9
10,3,9
3,5,0
5,5,0
6,5,0
9,5,0
10,5,0
7,5,0
8,5,0
2,5,8
3,5,8
4,5,8
5,5,8
6,5,8
7,5,8
9,5,8
10,5,8
0,11,6
3,11,6
4,11,6
5,11,6
10,11,6
7,11,6
0,14,4
2,14,4
3,14,4
5,14,4
10,14,4
7,14,4
6,14,4
0,15,10
2,15,10
3,15,10
4,15,10
6,15,10
8,15,10
9,15,10
0,16,2
3,16,2
4,16,2
5,16,2
10,16,2
7,16,2
8,16,2
0,16,3
2,16,3
4,16,3
5,16,3
10,16,3
7,16,3
8,16,3
6,16,3
0,18,5
2,18,5
3,18,5
9,18,5
7,18,5
8,18,5
0,18,7
2,18,7
3,18,7
4,18,7
5,18,7
6,18,7
9,18,7
10,18,7
8,18,7
0,18,9
5,18,9
7,18,9
8,18,9
10,18,9
0,19,8
2,19,8
4,19,8
5,19,8
6,19,8
7,19,8
4,20,0
5,20,0
9,20,0
10,20,0
7,20,0
8,20,0
2,20,0
6,20,0
0,27,6
2,27,6
3,27,6
4,27,6
5,27,6
10,27,6
8,27,6
0,28,4
2,28,4
5,28,4
10,28,4
7,28,4
8,28,4
6,28,4
0,30,10
2,30,10
3,30,10
4,30,10
5,30,10
6,30,10
7,30,10
8,30,10
9,30,10
0,32,2
3,32,2
10,32,2
7,32,2
8,32,2
0,32,3
2,32,3
4,32,3
5,32,3
9,32,3
10,32,3
7,32,3
8,32,3
6,32,3
2,32,7
3,32,7
4,32,7
5,32,7
6,32,7
9,32,7
10,32,7
8,32,7
0,33,5
4,33,5
9,33,5
10,33,5
7,33,5
8,33,5
6,33,5
0,33,9
3,33,9
5,33,9
7,33,9
10,33,9
0,34,8
2,34,8
3,34,8
4,34,8
5,34,8
6,34,8
7,34,8
10,34,8
3,36,0
4,36,0
9,36,0
10,36,0
6,36,0
0,41,6
2,41,6
3,41,6
5,41,6
10,41,6
7,41,6
8,41,6
2,43,4
3,43,4
5,43,4
7,43,4
8,43,4
6,43,4
0,45,10
2,45,10
4,45,10
5,45,10
6,45,10
7,45,10
8,45,10
9,45,10
0,46,2
3,46,2
4,46,2
10,46,2
7,46,2
8,46,2
6,46,2
0,46,3
2,46,3
4,46,3
5,46,3
9,46,3
10,46,3
7,46,3
8,46,3
6,46,3
2,47,7
3,47,7
4,47,7
5,47,7
6,47,7
9,47,7
10,47,7
8,47,7
0,49,5
2,49,5
3,49,5
10,49,5
7,49,5
8,49,5
0,49,8
3,49,8
4,49,8
5,49,8
6,49,8
9,49,8
10,49,8
0,49,9
5,49,9
8,49,9
10,49,9
3,50,0
4,50,0
5,50,0
9,50,0
10,50,0
7,50,0
8,50,0
2,50,0
6,50,0
0,56,6
2,56,6
3,56,6
4,56,6
5,56,6
10,56,6
7,56,6
0,58,4
2,58,4
3,58,4
10,58,4
8,58,4
6,58,4
0,60,10
2,60,10
3,60,10
4,60,10
5,60,10
6,60,10
7,60,10
9,60,10
0,61,2
3,61,2
4,61,2
5,61,2
8,61,2
6,61,2
0,61,3
2,61,3
4,61,3
9,61,3
10,61,3
7,61,3
6,61,3
0,63,5
2,63,5
3,63,5
4,63,5
9,63,5
10,63,5
7,63,5
8,63,5
6,63,5
3,63,7
4,63,7
5,63,7
6,63,7
10,63,7
8,63,7
0,63,9
3,63,9
5,63,9
7,63,9
8,63,9
10,63,9
0,64,8
2,64,8
3,64,8
4,64,8
5,64,8
6,64,8
7,64,8
9,64,8
10,64,8
4,65,0
5,65,0
10,65,0
7,65,0
8,65,0
2,65,0
6,65,0
2,71,6
3,71,6
4,71,6
5,71,6
10,71,6
7,71,6
8,71,6
0,73,4
2,73,4
5,73,4
10,73,4
7,73,4
8,73,4
6,73,4
0,76,2
4,76,2
5,76,2
7,76,2
8,76,2
6,76,2
0,76,3
4,76,3
5,76,3
9,76,3
10,76,3
7,76,3
8,76,3
6,76,3
2,76,10
3,76,10
4,76,10
5,76,10
6,76,10
7,76,10
9,76,10
2,77,7
3,77,7
4,77,7
5,77,7
6,77,7
9,77,7
0,78,5
2,78,5
3,78,5
9,78,5
10,78,5
7,78,5
6,78,5
3,78,9
7,78,9
10,78,9
9,80,0
10,80,0
7,80,0
8,80,0
2,80,0
0,80,8
2,80,8
3,80,8
5,80,8
6,80,8
7,80,8
9,80,8
10,80,8
2,86,6
3,86,6
5,86,6
2,89,4
3,89,4
5,89,4
10,89,4
7,89,4
6,89,4
0,90,10
2,90,10
4,90,10
8,90,10
0,91,2
3,91,2
4,91,2
5,91,2
10,91,2
8,91,2
6,91,2
0,91,3
2,91,3
4,91,3
5,91,3
9,91,3
10,91,3
8,91,3
6,91,3
0,92,7
2,92,7
4,92,7
5,92,7
6,92,7
9,92,7
10,92,7
8,92,7
0,94,5
3,94,5
4,94,5
9,94,5
10,94,5
7,94,5
8,94,5
6,94,5
0,94,8
2,94,8
3,94,8
4,94,8
6,94,8
7,94,8
9,94,8
